air_store_id,mean_visitors,median_visitors,min_visitors,max_visitors,std_visitors
air_e55abd740f93ecc4,43.828087167070215,44.0,1,90,16.403645861386472
air_e57dd6884595f60d,41.027227722772274,40.0,6,144,13.161216474719032
air_e58f669b6f1a08ce,10.192090395480227,11.0,1,23,5.730722792096195
air_e5cf003abcc5febb,12.603491271820449,10.0,1,62,10.033189312504204
air_e64de0a6bf0739af,42.472727272727276,45.0,1,122,23.67153815355937
air_e657ca554b0c008c,23.594488188976378,20.5,1,61,14.376258464723152
air_e700e390226d9985,26.080760095011875,25.0,1,63,13.00560814535037
air_e76a668009c5dabc,10.25925925925926,10.0,1,26,5.229972190623091
air_e7d2ac6d53d1b744,14.75492957746479,14.0,1,49,7.310637492440321
air_e7fbee4e3cfe65c5,39.921875,35.5,2,129,24.09592248477234
air_e88bbe2ede3467aa,27.52914798206278,28.0,2,67,10.722351020520902
air_e89735e80d614a7e,27.705882352941178,27.0,1,71,14.054356767738506
air_e8ed9335d0c38333,34.656716417910445,31.0,5,248,20.27103198381379
air_e9ebf7fc520ac76a,36.48550724637681,34.0,1,96,19.402666565163933
air_ea6d0c3acf00b22a,20.44313725490196,17.0,1,69,12.871399885046381
air_ea7c16131980c837,10.035175879396984,9.0,1,114,8.186661686302044
air_eb120e6d384a17a8,40.28605200945626,39.0,14,95,10.947352220165369
air_eb20a89bba7dd3d0,6.485175202156334,5.0,1,29,5.436778771953772
air_eb2d2653586315dd,34.28162291169451,34.0,3,120,13.373254793480141
air_eb5788dba285e725,21.747081712062258,20.0,1,59,9.581590484671809
air_ebd31e812960f517,23.0,21.0,1,50,9.929584012206263
air_ebe02c3090271fa9,11.736625514403292,11.0,2,30,5.483688823342108
air_ec0fad2def4dcff0,14.969565217391304,14.0,1,31,6.735419950248718
air_eca4a5a191e8d993,25.012787723785166,25.0,1,78,11.20289981477794
air_eca5e0064dc9314a,33.610921501706486,29.0,1,627,44.7197377989346
air_ecab54b57a71b10d,14.189516129032258,14.0,1,31,6.237568281351005
air_eceb97ad6a7d4c07,19.72222222222222,19.0,3,43,6.378256230021733
air_ecf7f141339f1d57,15.519480519480519,16.0,1,36,7.37199823588125
air_eda179770dfa9f91,11.198581560283689,10.5,2,34,6.399755175650931
air_edd5e3d696a5811b,38.42424242424242,44.0,1,77,20.399959957593296
air_ee3a01f0c71a769f,28.795336787564768,24.0,4,79,17.299863493659903
air_ee3ba9af184c6c82,13.348684210526315,10.0,1,41,10.306083761334518
air_eec5e572b9eb9c23,16.991561181434598,14.0,1,69,12.879161845419938
air_eeeadee005c006a2,11.44406779661017,10.0,1,28,5.707384856495125
air_ef47430bcd6f6a89,11.818181818181818,11.0,1,30,5.301329491637315
air_ef789667e2e6fe96,31.730434782608697,29.0,1,90,17.069547213571525
air_ef920fa6f4b085f6,33.75059382422803,33.0,1,71,12.77337375275168
air_efc80d3f96b3aff7,9.609977324263038,9.0,1,75,6.666557667630898
air_efd70b04de878f25,27.98201438848921,28.0,10,48,6.989138058533127
air_efef1e3daecce07e,40.8,40.0,7,105,14.606792106226399
air_f068442ebb6c246c,9.314214463840399,9.0,1,66,5.565161493064716
air_f0c7272956e62f12,6.997518610421836,5.0,1,31,5.894807040632848
air_f0fb0975bdc2cdf9,11.765124555160142,9.0,1,56,9.019522124781922
air_f1094dbf2aef85d9,5.464788732394366,5.0,1,22,3.349870397023379
air_f180301886c21375,13.119850187265918,11.0,1,44,8.844556712245021
air_f183a514cb8ff4fa,36.73010380622837,35.0,3,83,14.10439107365615
air_f1f9027d4fa8f653,22.908571428571427,20.0,1,77,14.571341567886142
air_f267dd70a6a6b5d3,30.62890625,23.0,1,142,24.99817609768329
air_f26f36ec4dc5adb0,39.950537634408605,40.0,3,90,12.797987985522088
air_f2985de32bb792e0,34.28668941979522,29.0,5,675,40.87719321285929
air_f2c5a1f24279c531,14.221902017291066,13.0,1,80,8.592225539665245
air_f3602e4fa2f12993,11.333333333333334,10.0,1,37,7.204583302176674
air_f3f9824b7d70c3cf,18.766323024054984,17.0,1,60,10.806784262138258
air_f4936b91c9addbf0,16.572,17.0,1,42,7.852864823984624
air_f593fa60ac3541e2,10.905923344947736,9.0,1,52,7.8054266424729475
air_f690c42545146e0a,10.538775510204081,7.0,1,48,10.224304383860252
air_f6b2489ccf873c3b,16.025531914893616,16.0,6,28,4.1150028736764215
air_f6bfd27e2e174d16,15.621513944223107,13.0,1,54,10.009004710699498
air_f6cdaf7b7fdc6d78,10.526119402985074,9.0,1,40,6.679056977824817
air_f8233ad00755c35c,35.159695817490494,37.0,1,75,15.81781930421218
air_f85e21e543cf44f2,5.036036036036036,4.0,1,40,3.9828317717137467
air_f88898cd09f40496,7.902877697841727,7.0,1,41,5.388977149835606
air_f911308e19d64236,36.402948402948404,36.0,4,82,16.428972100847773
air_f9168b23fdfc1e52,12.404494382022472,11.0,1,116,9.531174533879287
air_f927b2da69a82341,15.43728813559322,13.0,1,54,10.028291583144135
air_f957c6d6467d4d90,10.282312925170068,10.0,1,29,5.1989655138007045
air_f96765e800907c77,41.396946564885496,46.0,1,93,23.463936523596416
air_fa12b40b02fecfd8,16.34865900383142,15.0,1,43,8.234839690806034
air_fa4ffc9057812fa2,6.9728260869565215,5.0,1,35,6.266499368450815
air_fab092c35776a9b1,11.429824561403509,11.0,1,64,5.599009799811428
air_fb44f566d4f64a4e,16.559701492537314,14.0,1,45,9.456279446106429
air_fbadf737162a5ce3,21.09090909090909,20.0,2,66,9.043087385792786
air_fc477473134e9ae5,18.636363636363637,16.0,1,60,13.258850975352383
air_fcd4492c83f1c6b9,27.317016317016318,23.0,1,99,16.3198810712468
air_fcfbdcf7b1f82c6e,37.11372549019608,35.0,1,128,20.3635947703639
air_fd154088b1de6fa7,6.023809523809524,5.0,1,18,3.8317182102215566
air_fd6aac1043520e83,32.62204724409449,32.0,2,86,14.983286724244447
air_fdc02ec4a3d21ea4,15.288732394366198,13.0,1,61,11.760015495960737
air_fdcfef8bd859f650,3.5919540229885056,3.0,1,17,2.343394030394574
air_fe22ef5a9cbef123,26.385593220338983,23.0,1,109,17.177345350138246
air_fe58c074ec1445ea,29.13583815028902,27.0,1,180,15.752305155159517
air_fea5dc9594450608,14.485401459854014,13.0,1,44,8.5280063513744
air_fee8dcf4d619598e,26.02777777777778,27.0,2,53,9.799697388803269
air_fef9ccb3ba0da2f7,9.620408163265306,8.0,1,30,5.387332576678031
air_ffcc2d5087e1b476,20.242798353909464,19.0,1,55,10.917927272999655
air_fff68b929994bfbd,5.089219330855019,5.0,1,18,3.1774971000958376
